CustomerID,Recency,Frequency,Monetary,KMeans_Cluster,DBSCAN_Cluster
17414,44,2,778.0,1,0
15329,40,3,1049.7,0,1
14060,5,19,6140.42,0,1
17053,131,1,498.48,1,2
17505,162,2,1145.84,1,0
17618,6,3,971.58,0,1
17644,2,11,2895.64,0,1
15264,65,1,393.74,1,2
17696,39,8,2285.71,0,1
16360,5,6,3512.53,0,1
12808,37,3,483.65000000000003,1,1
12995,86,1,211.32,1,2
14585,51,1,157.05,1,2
15670,297,1,173.05,1,2
15935,240,2,416.86,1,0
15646,158,3,447.64000000000004,1,1
15661,318,2,309.8,1,0
13562,82,3,1799.33,1,1
14675,17,1,604.75,1,2
14142,374,1,311.81,1,2
18150,33,3,566.58,1,1
16362,33,5,734.77,0,1
17460,95,6,622.4300000000001,1,1
17356,312,1,178.22,1,2
17370,73,4,446.18,1,1
15422,324,2,97.7,1,-1
15060,9,4,303.09,0,-1
13575,24,5,732.0699999999999,0,1
14779,281,3,386.15,1,1
15456,284,3,447.22,1,1
16022,261,1,628.28,1,2
13740,241,1,350.75,1,2
15109,246,1,484.95,1,2
13631,100,11,3070.42,0,-1
16017,48,1,211.88,1,2
13106,134,1,76.5,1,2
14446,1,4,1039.58,0,1
12945,289,1,462.95,1,2
18213,237,1,232.48000000000002,1,2
14960,9,2,221.27,1,0
13127,78,1,259.17,1,2
12556,51,2,603.71,1,0
16665,363,1,135.39999999999998,1,2
13817,30,2,382.98,1,0
14798,53,3,173.74,1,-1
13066,25,2,470.8,1,0
15921,173,1,336.03000000000003,1,2
17623,33,1,527.0500000000001,1,2
16531,23,7,1244.59,0,1
15503,363,1,147.09,1,2
14530,26,6,2925.91,0,1
15488,93,1,91.32000000000001,1,2
13883,11,5,2674.48,0,1
13533,183,3,270.79,1,1
17010,19,1,195.36,1,2
17201,54,1,342.63,1,2
14012,278,1,328.8,1,2
12962,8,2,266.39,1,0
13402,128,2,621.23,1,0
13420,150,2,159.85,1,0
14452,11,2,264.44,1,0
17846,86,1,2033.1,1,2
12479,12,1,527.2,1,2
16204,24,1,405.71,1,2
16771,34,5,2246.81,0,1
13271,38,1,217.38,1,2
16668,16,6,306.71999999999997,0,-1
17634,37,9,2361.9700000000003,0,1
17700,17,4,2534.64,0,1
15410,85,8,3450.84,0,1
13147,11,4,712.8000000000001,0,1
12362,4,10,5226.23,0,1
15167,321,1,163.0,1,2
13711,219,2,252.06,1,0
17904,22,1,191.67,1,2
15132,19,5,977.9300000000001,0,1
16386,29,2,317.2,1,0
14447,19,5,1163.23,0,1
16647,170,2,214.06,1,0
17806,12,1,546.04,1,2
17589,61,4,2404.17,0,1
13482,233,1,184.64,1,2
18229,12,20,7276.900000000001,0,1
17752,360,1,80.64,1,2
14214,31,5,1004.38,0,1
16525,3,26,13027.45,0,-1
14950,20,1,371.2,1,2
16007,48,4,1701.94,0,1
14988,212,1,334.54,1,2
17486,262,1,396.87,1,2
16419,113,6,972.23,0,1
13750,54,5,1647.26,0,1
14205,17,2,466.7,1,0
16584,81,2,936.08,1,0
12957,10,8,4017.54,0,1
13044,292,1,560.47,1,2
13016,74,3,789.89,1,1
15246,239,2,514.15,1,0
17884,4,4,717.45,0,1
12514,268,1,1017.68,1,2
16756,215,1,239.4,1,2
15381,214,2,596.85,1,0
13495,8,5,2044.8700000000001,0,1
13939,24,3,568.55,1,1
16153,50,5,1824.23,0,1
17092,51,4,1777.78,0,1
12557,17,5,11990.960000000001,0,-1
12500,24,11,4257.82,0,1
17169,58,2,835.78,1,0
16150,43,5,2053.02,0,1
12863,53,1,521.2,1,2
17744,4,6,2322.4,0,1
17254,5,2,272.44,1,0
14903,22,5,2810.63,0,1
13760,55,2,286.79,1,0
12877,4,12,1535.77,0,-1
17426,9,6,5037.26,0,1
13194,136,1,60.7,1,2
12993,24,4,414.76,1,1
15978,78,1,1098.78,1,2
15395,326,1,107.45,1,2
14408,11,7,2606.53,0,1
14177,87,4,559.41,1,1
16560,27,2,841.41,1,0
14034,23,3,651.8199999999999,1,1
13931,96,2,1237.53,1,0
18139,18,6,8438.34,0,-1
15606,62,9,2920.16,0,1
14176,298,4,576.9000000000001,1,1
16916,24,2,576.26,1,0
17059,30,5,3095.04,0,1
17976,373,1,353.19,1,2
15916,17,8,1528.09,0,1
14972,129,1,114.77,1,2
13166,284,1,417.2,1,2
13141,85,5,2388.75,0,1
13587,64,1,712.4,1,2
12577,36,3,657.8,1,1
14905,158,2,616.15,1,0
14482,19,6,2068.15,0,1
14796,2,17,8022.49,0,-1
15212,242,1,101.8,1,2
17906,248,1,72.9,1,2
18204,72,3,1993.7,0,1
16401,2,12,4098.32,0,1
13481,46,5,1804.56,0,1
16909,73,1,379.14,1,2
17859,305,1,148.21,1,2
17398,115,3,653.38,1,1
13644,17,4,2624.26,0,1
12875,144,2,343.2300000000001,1,0
13886,72,1,243.56,1,2
12379,82,2,852.24,1,0
13876,64,1,122.7,1,2
14485,39,1,165.75,1,2
12709,16,15,9736.52,0,-1
15545,55,2,292.71999999999997,1,0
17555,20,2,483.26,1,0
15930,68,1,426.63,1,2
18127,20,3,348.73,1,1
17338,18,8,6643.93,0,1
13297,8,4,2089.85,0,1
12668,12,4,3807.15,0,1
14096,5,17,65164.79,0,-1
16139,19,3,635.41,0,1
15598,54,1,240.68,1,2
18156,13,2,734.94,1,0
14965,97,2,599.0,1,0
17354,51,1,1393.06,1,2
15194,4,15,7616.53,0,1
13529,79,2,307.76,1,0
17251,363,1,283.28000000000003,1,2
13532,34,1,210.31,1,2
16183,68,1,338.71000000000004,1,2
17747,113,1,71.4,1,2
17139,16,12,10668.47,0,-1
16506,20,2,90.30000000000001,1,-1
14270,332,1,492.65000000000003,1,2
17786,86,2,278.74,1,0
13473,61,2,422.64,1,0
12901,9,28,17654.54,0,-1
14548,151,2,652.8,1,0
14046,285,1,154.99,1,2
14267,163,3,1516.24,1,1
14332,23,3,866.31,0,1
16985,18,10,5464.12,0,1
15052,320,1,215.78,1,2
14002,135,2,529.73,1,0
14547,4,8,4007.54,0,1
12584,4,9,2338.15,0,1
18061,22,10,2119.41,0,1
13223,201,2,163.20000000000002,1,0
17247,16,1,282.19,1,2
15740,50,1,154.88,1,2
14258,10,9,12669.98,0,-1
12752,82,1,4366.78,1,-1
12581,40,1,197.71,1,2
12906,12,5,2919.81,0,1
17602,3,6,5102.97,0,-1
15895,150,1,179.17,1,2
15882,199,4,516.36,1,1
14970,69,4,1592.06,0,1
16990,219,1,179.0,1,2
12672,330,1,225.89999999999998,1,2
17054,29,5,1356.33,0,1
13118,20,5,1197.81,0,1
12769,239,1,1143.6,1,2
17974,25,3,740.79,0,1
14409,72,6,2059.4500000000003,0,1
16923,13,19,7247.61,0,1
15695,267,2,409.98,1,0
13213,57,5,1520.58,0,1
17649,139,1,868.49,1,2
14016,162,4,4341.21,0,-1
16855,24,2,328.4,1,0
16899,8,6,1281.56,0,1
16451,88,1,266.97,1,2
14331,125,2,462.65999999999997,1,0
17232,3,2,421.52,0,0
16666,20,1,118.98,1,2
18109,2,26,8052.97,0,-1
12748,1,209,33719.73,0,-1
13029,31,3,1247.5,0,1
12501,337,1,2169.39,1,2
13928,11,4,464.57,0,1
17852,12,2,114.34,1,-1
12429,10,4,3750.4,0,1
17885,13,1,190.19,1,2
15032,257,3,4959.1,0,-1
15565,51,2,173.16,1,0
17525,360,1,422.70000000000005,1,2
15733,283,1,162.3,1,2
17758,20,8,3456.7000000000003,0,1
12414,218,3,562.41,1,1
13737,201,1,339.59999999999997,1,2
16846,51,1,214.32,1,2
14696,5,7,2078.95,0,1
16532,18,3,6748.8,0,-1
16820,96,1,497.61,1,2
13709,4,13,6328.05,0,1
13842,59,9,3385.62,0,1
15847,39,2,389.27,1,0
15713,144,2,356.7,1,0
17703,36,3,798.74,1,1
17854,186,2,311.26,1,0
17255,41,2,298.41,1,0
12428,26,9,7956.46,0,1
16431,214,3,642.81,1,1
15700,173,2,696.68,1,0
14080,33,1,45.599999999999994,1,-1
15706,64,4,1060.56,0,1
12494,16,7,1246.1000000000001,0,1
18252,51,2,526.67,1,0
13505,73,4,4393.63,0,1
16403,313,1,177.5,1,2
12628,5,3,786.46,0,1
16407,13,10,2126.93,0,1
17025,61,3,357.77,1,1
18005,4,2,249.72,1,0
15854,5,12,2974.65,0,1
14581,17,1,138.6,1,2
13822,6,2,632.0,0,0
12472,33,7,6572.11,0,-1
12410,309,2,693.3299999999999,1,0
14147,79,2,483.4,1,0
14355,366,1,174.4,1,2
15290,5,18,7943.22,0,1
14660,87,2,285.74,1,0
13171,22,3,468.41,1,1
14924,246,1,310.05,1,2
16881,67,1,432.0,1,2
17402,5,13,2633.85,0,1
14912,17,2,867.85,1,0
15674,74,5,2446.6,0,1
17955,199,4,557.3,1,1
15468,52,2,467.51,1,0
16956,18,1,308.74,1,2
13349,11,1,247.32,1,2
13187,338,1,236.02,1,2
15856,5,27,16387.57,0,-1
15214,2,8,1661.44,0,1
12681,15,22,13787.54,0,-1
16743,30,7,2238.09,0,1
12656,18,5,4051.17,0,1
13626,253,1,257.23,1,2
15919,20,2,639.89,1,0
14109,73,1,144.2,1,2
12971,4,86,11189.91,0,-1
15757,66,2,714.42,1,0
15507,172,1,492.36,1,2
17171,290,1,224.91,1,2
16354,64,2,395.8,1,0
18180,5,6,1843.75,0,1
17068,13,21,4552.14,0,1
18184,16,1,49.8,1,-1
13388,132,2,677.1,1,0
16764,4,13,2799.25,0,1
17430,33,2,265.76,1,0
13276,64,2,590.9300000000001,1,0
16980,256,2,1078.96,1,0
13296,138,1,87.4,1,2
14216,4,4,1839.3,0,1
15028,9,4,627.13,0,1
13927,75,1,348.99,1,2
14271,226,1,112.32,1,2
14129,2,5,1123.8600000000001,0,1
17268,108,4,763.64,1,1
14578,4,1,168.63,1,-1
12938,26,1,114.14,1,2
12399,120,4,1108.65,1,1
12363,110,2,552.0,1,0
14570,281,2,218.06,1,0
15010,36,1,308.94,1,2
15867,6,15,3812.64,0,1
14479,254,2,316.25,1,0
16960,39,3,507.05,1,1
16085,24,5,981.51,0,1
16036,88,2,758.92,1,0
15492,29,2,659.4599999999999,1,0
14211,54,9,2241.1,0,1
13600,313,1,219.52,1,2
17797,23,3,780.43,0,1
13080,180,1,58.08,1,2
13026,2,5,975.36,0,1
15075,78,1,773.03,1,2
14806,76,1,193.39000000000001,1,2
13560,8,1,174.37,1,2
14651,68,2,654.6,1,0
18172,15,20,7561.68,0,1
16918,50,6,1068.82,0,1
15311,1,91,60767.9,0,-1
12916,139,4,3006.15,0,1
13385,330,1,534.57,1,2
16258,46,5,5203.51,0,-1
13390,75,1,544.08,1,2
17750,6,9,1797.57,0,1
16856,15,1,35.400000000000006,1,-1
13015,54,5,3346.28,0,1
18097,8,6,2697.8,0,1
14747,250,1,328.2,1,2
17079,79,1,118.80000000000001,1,2
14272,74,2,437.96,1,0
16850,334,1,332.41,1,2
13359,64,1,439.56,1,2
17231,13,10,3174.32,0,1
15869,278,2,149.64,1,0
13731,220,2,610.59,1,0
15800,108,2,699.08,1,0
15489,23,3,1134.28,0,1
18122,9,6,1826.21,0,1
16523,2,21,9418.470000000001,0,-1
14066,267,1,152.55,1,2
18262,141,1,149.48,1,2
12403,50,1,427.7,1,2
16009,23,4,992.71,0,1
15016,173,1,170.04,1,2
18245,8,7,2567.06,0,1
18282,8,2,178.05,1,-1
14317,65,1,508.58000000000004,1,2
17538,26,1,98.42,1,2
14824,11,4,1127.71,0,1
13875,54,5,1786.79,0,1
13097,33,10,6010.42,0,1
16709,85,5,3029.87,0,1
16019,47,9,3786.2400000000002,0,1
17431,314,1,403.3,1,2
15554,278,1,217.2,1,2
16717,24,6,3858.38,0,1
13767,3,37,17220.36,0,-1
12837,174,1,134.1,1,2
16193,237,1,314.45,1,2
14647,202,1,243.22,1,2
13001,5,13,9818.82,0,-1
18077,9,11,2633.0099999999998,0,1
16091,155,2,315.06,1,0
17545,44,3,645.96,1,1
15510,331,1,250.0,1,2
17567,8,8,4331.48,0,1
12867,27,7,4036.82,0,1
13895,29,4,2593.07,0,1
17863,60,6,3160.0,0,1
13034,55,2,642.77,1,0
16333,8,22,26626.8,0,-1
15402,149,2,626.77,1,0
17211,27,8,2317.2200000000003,0,1
15950,32,4,1765.51,0,1
17442,37,6,2248.56,0,1
15990,45,2,792.11,1,0
13930,58,2,337.34,1,0
16747,38,2,836.06,1,0
12417,4,9,3649.1,0,1
13491,52,10,1215.82,0,-1
14691,31,5,2114.33,0,1
13667,150,1,305.02,1,2
14242,235,2,280.55,1,0
17966,38,5,1098.43,0,1
14064,30,5,1353.74,0,1
18171,59,5,1231.31,0,1
13268,18,11,3214.69,0,1
16351,333,1,153.9,1,2
17997,75,8,1970.6699999999998,0,1
16613,71,1,618.59,1,2
16473,165,3,316.11,1,1
13503,72,1,216.85,1,2
15355,30,2,277.05,1,0
12532,31,1,349.83000000000004,1,2
16049,41,3,1111.79,0,1
16611,187,1,129.49,1,2
15100,334,3,876.0,1,1
14020,17,2,642.8,1,0
13558,6,4,605.06,0,1
18263,26,3,1213.1599999999999,0,1
14295,41,1,166.20000000000002,1,2
15620,57,3,1553.18,0,1
16218,30,7,3084.68,0,1
17126,153,5,1004.75,1,1
16927,116,3,543.05,1,1
16370,83,4,1320.56,0,1
12831,263,1,215.05,1,2
16105,249,1,336.96,1,2
16811,5,2,547.07,0,0
14162,174,2,289.36,1,0
14027,61,1,104.82,1,2
12736,333,1,234.0,1,2
15971,18,12,4199.85,0,1
17919,89,1,1304.04,1,2
17785,54,1,131.94,1,2
13588,16,9,2478.95,0,1
15105,19,7,2298.93,0,1
16126,30,4,6287.77,0,-1
17320,101,3,1200.6200000000001,1,1
12524,10,8,4485.72,0,1
14957,254,1,58.49,1,2
15502,16,12,10384.93,0,-1
12701,80,2,797.71,1,0
17155,18,2,251.70000000000002,1,0
16243,34,2,409.1,1,0
16316,65,8,2938.91,0,1
15048,66,4,384.05,1,1
17601,240,1,116.00999999999999,1,2
14543,29,16,3630.33,0,1
17883,4,4,671.77,0,1
16348,33,7,1469.45,0,1
13994,4,6,2313.14,0,1
13923,54,1,351.13,1,2
12645,34,4,1775.18,0,1
16728,47,4,1054.67,0,1
16574,72,1,451.44,1,2
15797,114,4,2207.4,0,1
15625,104,4,1534.26,0,1
15734,115,2,1339.45,1,0
14871,4,4,522.38,0,1
14565,96,4,3099.12,0,1
14737,4,3,1164.55,0,1
14364,109,8,3717.35,0,-1
13028,23,2,661.3199999999999,1,0
13617,41,3,544.18,1,1
15802,143,1,451.42,1,2
17218,5,10,1960.72,0,1
12883,25,4,703.47,0,1
15333,209,1,1028.56,1,2
14908,75,1,277.8,1,2
16145,9,11,3799.4900000000002,0,1
13340,46,7,10736.48,0,-1
12528,10,6,1933.48,0,1
12697,29,3,957.59,0,1
16141,89,1,620.4,1,2
14753,88,1,563.15,1,2
16092,115,3,817.86,1,1
16464,20,3,1314.68,0,1
12571,40,2,519.61,1,0
12925,5,2,694.05,0,0
16454,45,2,6.9,1,-1
14427,51,2,363.34000000000003,1,0
12588,40,1,214.89999999999998,1,2
12753,23,6,21429.39,0,-1
16805,174,2,460.59,1,0
17655,11,7,2638.94,0,1
18230,10,7,2810.2000000000003,0,1
17288,10,7,1419.73,0,1
13450,27,6,2043.7199999999998,0,1
15389,173,1,500.0,1,2
18176,359,1,476.35,1,2
14185,332,1,197.65,1,2
12573,228,1,160.54000000000002,1,2
14140,4,2,935.05,0,0
16368,3,2,497.43,0,0
15725,16,1,415.25,1,2
17453,18,2,486.71999999999997,1,0
15870,33,1,354.09000000000003,1,2
14667,11,25,9241.2,0,-1
16905,6,7,3102.43,0,1
13265,54,5,2107.66,0,1
16168,11,27,3787.6,0,-1
16415,45,1,210.35,1,2
17325,281,1,96.8,1,2
17684,44,1,239.41,1,2
17554,2,5,1952.45,0,1
16553,164,12,5719.82,0,-1
13979,74,1,869.87,1,2
13845,65,1,312.98,1,2
16628,30,5,2188.05,0,1
16056,46,1,664.85,1,2
17861,4,8,2100.8,0,1
14290,12,5,2314.65,0,1
13901,73,5,2867.2,0,1
16148,297,1,76.32000000000001,1,2
16621,52,4,813.48,1,1
15630,46,2,1186.35,1,0
15204,358,1,316.58,1,2
18242,73,4,2232.4900000000002,0,1
12976,212,1,738.6,1,2
12493,166,2,433.74,1,0
14291,2,11,3883.25,0,1
12694,71,2,869.67,1,0
18249,18,1,95.34,1,2
16134,22,2,618.09,1,0
13805,53,2,924.6,1,0
14840,268,1,62.85,1,2
15491,96,6,3100.09,0,1
13784,10,11,2462.79,0,1
14598,45,1,221.97,1,2
12564,262,1,456.9,1,2
17337,152,4,2027.8700000000001,0,1
14257,65,5,3099.7200000000003,0,1
13131,24,3,1073.3,0,1
13638,16,1,122.64,1,2
17385,15,1,261.11,1,2
14227,27,10,3350.96,0,1
15844,47,1,130.73999999999998,1,2
13763,64,1,1714.96,1,2
17936,6,1,389.84,1,2
15839,34,3,1048.49,0,1
14582,41,1,114.11,1,2
16161,2,19,5575.56,0,1
14821,367,1,48.800000000000004,1,2
17120,234,1,307.46,1,2
14189,3,15,4654.08,0,1
14288,214,1,426.6,1,2
16813,9,10,1692.98,0,1
17596,24,7,2827.93,0,1
17663,26,7,1802.91,0,1
17987,186,1,198.57,1,2
13647,10,4,1678.1200000000001,0,1
15346,333,1,252.42000000000002,1,2
18165,178,1,302.46000000000004,1,2
17343,356,1,193.64,1,2
15139,240,2,178.96,1,0
14014,78,1,505.18,1,2
18178,129,4,1590.81,1,1
15073,10,3,1043.41,0,1
16062,10,4,1153.62,0,1
16895,65,1,219.14,1,2
14923,51,1,749.1,1,2
16144,247,1,175.2,1,2
12724,6,4,1031.41,0,1
16311,18,2,616.26,1,0
16742,47,1,464.9,1,2
15667,40,1,301.32,1,2
16117,190,1,232.21,1,2
13320,79,4,1548.7,0,1
14438,307,1,131.9,1,2
16697,242,1,112.75,1,2
17579,5,3,448.90000000000003,0,-1
13658,10,5,2639.17,0,1
16931,6,21,4604.22,0,-1
15594,16,5,1771.78,0,1
13354,72,1,743.53,1,2
15320,45,1,267.13,1,2
17324,18,4,990.23,0,1
13077,2,4,729.27,0,1
15537,164,1,110.92,1,2
13269,2,15,5346.2300000000005,0,1
14964,248,1,206.21,1,2
17262,53,5,1253.3600000000001,0,1
14540,10,3,996.26,0,1
15347,367,1,201.60000000000002,1,2
18018,109,2,122.14,1,0
18147,46,2,179.33999999999997,1,0
17135,17,7,1139.73,0,1
15790,11,1,220.85,1,2
17867,31,6,1197.1000000000001,0,1
16754,373,1,2002.4,1,2
16306,214,6,632.27,1,1
13771,65,4,2634.45,0,1
15438,132,1,156.57999999999998,1,2
16533,20,3,1095.56,0,1
14666,25,1,195.25,1,2
14390,11,9,4652.82,0,1
14873,211,1,519.68,1,2
14235,76,5,3144.86,0,1
17771,57,2,245.81,1,0
13243,204,1,600.07,1,2
15152,10,13,4745.69,0,1
14847,149,1,309.4,1,2
17520,54,1,546.81,1,2
15147,241,1,623.5,1,2
15111,30,3,1567.48,0,1
17769,13,10,3997.98,0,1
17711,11,2,385.1,1,0
15690,5,2,239.76,1,0
13583,156,1,781.03,1,2
16230,190,2,542.03,1,0
15520,2,1,343.5,1,-1
16048,374,2,256.44,1,0
16392,270,1,221.19,1,2
15063,214,1,370.79999999999995,1,2
15555,13,16,4805.17,0,1
16623,246,1,129.45,1,2
17131,6,5,2463.17,0,1
17148,52,1,124.88,1,2
16226,204,3,255.12,1,1
15636,90,2,724.76,1,0
14853,25,2,475.8,1,0
13355,123,1,674.7,1,2
14416,23,2,490.22,1,0
12585,235,2,2040.1,1,0
12980,158,9,7374.900000000001,0,-1
17812,13,4,732.16,0,1
15046,10,15,5213.7699999999995,0,1
12665,325,1,63.0,1,2
18065,6,14,2392.83,0,1
17597,214,1,2044.3700000000001,1,2
15981,25,8,3408.48,0,1
13744,96,2,1156.36,1,0
17365,13,8,4801.56,0,1
16102,43,3,1842.14,0,1
17454,193,4,517.53,1,1
14916,71,4,1268.98,0,1
18034,22,2,422.88,1,0
14911,2,201,143825.06,0,-1
14606,2,93,12156.65,0,-1
16902,117,1,1706.88,1,2
17461,23,3,757.46,0,1
12373,312,1,364.6,1,2
13680,2,4,3722.42,0,-1
16829,157,1,197.22,1,2
16644,178,2,833.78,1,0
16955,185,4,518.67,1,1
14862,26,2,841.1999999999999,1,0
16680,44,1,183.7,1,2
16696,136,4,657.9000000000001,1,1
12587,8,1,144.0,1,2
14889,337,1,135.9,1,2
14888,208,1,369.2,1,2
13703,319,1,99.5,1,2
16216,268,1,914.9300000000001,1,2
17730,4,13,5298.4800000000005,0,1
15483,162,4,233.81,1,-1
13823,19,2,957.66,1,0
15301,51,12,5070.35,0,1
13426,1,10,3641.32,0,1
14054,66,1,92.46,1,2
16120,60,4,1309.14,0,1
15821,45,2,570.96,1,0
15380,9,5,1690.2600000000002,0,1
17212,254,1,226.85,1,2
12625,212,2,2683.82,1,0
13634,34,5,1575.16,0,1
17639,277,1,108.5,1,2
14936,34,8,8137.02,0,-1
13900,184,3,740.95,1,1
16241,10,13,2607.87,0,1
16086,60,5,1121.39,0,1
14462,67,11,2004.02,0,1
13049,65,2,656.6800000000001,1,0
12648,155,1,318.05,1,2
16586,249,1,463.95,1,2
16607,18,14,3347.71,0,1
14419,11,6,1058.06,0,1
13314,2,3,775.94,0,1
16179,61,1,215.83,1,2
15002,116,4,1641.76,0,1
13985,5,15,7060.13,0,1
15832,255,1,836.79,1,2
12766,4,7,6989.63,0,-1
13178,27,11,5725.47,0,1
13956,6,5,1026.42,0,1
13596,6,2,697.04,0,0
14646,2,73,280206.02,0,-1
17527,54,4,939.37,0,1
13572,206,1,1384.25,1,2
13309,8,5,1456.79,0,1
15163,19,2,304.47,1,0
15050,26,3,1782.09,0,1
14472,104,8,1936.84,0,1
16136,60,3,709.38,1,1
14682,188,2,52.0,1,-1
14051,1,23,15610.390000000001,0,-1
14383,39,3,1247.69,0,1
13159,9,4,1437.85,0,1
13242,113,3,270.40000000000003,1,1
12522,40,2,192.72,1,0
13471,2,4,2531.58,0,1
16601,41,1,244.79999999999998,1,2
13952,218,2,3251.071,1,-1
15793,15,3,965.61,0,1
17382,66,1,65.4,1,2
15922,374,1,369.5,1,2
16539,3,4,1388.81,0,1
14524,32,9,1867.68,0,1
16873,5,6,7123.62,0,-1
12779,38,8,3981.36,0,1
18223,5,14,6484.54,0,1
18173,87,4,2106.84,0,1
16681,73,6,1770.34,0,1
13070,193,1,228.8,1,2
14403,131,4,1475.81,1,1
15067,79,3,1744.76,1,1
16198,76,1,400.68100000000004,1,2
16000,3,3,12393.7,0,-1
15237,2,4,1412.32,0,1
14285,22,4,1910.01,0,1
13356,81,1,768.24,1,2
16843,43,16,10196.57,0,-1
15527,19,8,2429.78,0,1
18202,200,3,1396.99,1,1
16750,45,5,623.93,0,1
16121,58,2,867.11,1,0
14793,22,1,228.99,1,2
17455,204,1,131.7,1,2
13590,12,6,1981.92,0,1
15106,18,5,1422.52,0,1
15069,180,1,1109.53,1,2
16705,1,20,14034.99,0,-1
13598,48,1,180.17000000000002,1,2
13301,104,4,618.09,1,1
15454,363,1,179.1,1,2
16094,12,4,1078.23,0,1
16013,4,47,37130.6,0,-1
15830,38,1,576.0,1,2
15732,213,2,294.12,1,0
13357,258,1,609.95,1,2
15540,12,1,213.3,1,2
13848,93,3,1255.0,1,1
12480,29,4,3281.63,0,1
12653,149,2,2209.85,1,0
15852,187,2,160.71,1,0
13307,121,1,15.0,1,-1
16781,373,1,311.25,1,2
14184,67,1,452.89,1,2
12631,58,1,640.5,1,2
18030,5,2,230.64999999999998,1,0
15923,373,1,127.08,1,2
12353,205,1,89.0,1,2
12963,9,8,1856.63,0,1
12952,6,4,1387.79,0,1
18014,29,1,166.42,1,2
12930,79,2,415.8,1,0
17339,95,2,243.36,1,0
15484,2,4,3594.31,0,-1
13599,2,21,5153.67,0,1
16247,171,1,114.56,1,2
15500,9,4,1131.56,0,1
17490,1,7,2092.32,0,1
16413,57,1,262.2,1,2
17164,33,7,2467.35,0,1
14111,15,4,692.85,0,1
15621,5,4,1293.03,0,1
15053,5,3,697.79,0,1
16096,265,1,320.62,1,2
16653,17,2,1212.66,0,0
